Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
2,4,Drew Lachey,Rank (Strict Elimination),28.0,Safe,,7.0,11.96,4.75,17.57,14.77,12.63,37.86
2,4,George Hamilton,Rank (Strict Elimination),21.0,Safe,,2.0,18.42,4.24,17.57,19.35,12.46,37.86
2,4,Jerry Rice,Rank (Strict Elimination),24.0,Safe,,3.0,16.88,4.61,17.57,16.53,12.56,37.86
2,4,Lisa Rinna,Rank (Strict Elimination),26.0,Safe,,5.5,14.43,5.08,17.57,14.53,12.37,37.86
2,4,Master P,Rank (Strict Elimination),8.0,Eliminated,,1.0,12.48,2.75,17.57,4.92,4.1,37.86
2,4,Stacy Keibler,Rank (Strict Elimination),26.0,Safe,,5.5,11.95,4.69,17.57,14.64,12.64,37.86
2,4,Tia Carrere,Rank (Strict Elimination),25.0,Safe,,4.0,13.87,4.65,17.57,15.25,12.53,37.86
2,5,Drew Lachey,Rank (Strict Elimination),27.0,Safe,,5.0,13.62,4.92,74.03,17.37,14.45,56.12
2,5,George Hamilton,Rank (Strict Elimination),24.0,Safe,,3.0,21.57,5.58,74.03,18.61,14.53,56.12
2,5,Jerry Rice,Rank (Strict Elimination),23.0,Safe,,2.0,20.6,5.2,74.03,20.8,14.4,56.12
2,5,Lisa Rinna,Rank (Strict Elimination),25.0,Safe,,4.0,16.66,5.21,74.03,17.59,14.46,56.12
2,5,Stacy Keibler,Rank (Strict Elimination),30.0,Safe,,6.0,13.63,4.93,74.03,17.38,14.47,56.12
2,5,Tia Carrere,Rank (Strict Elimination),22.0,Eliminated,,1.0,13.92,3.86,74.03,8.24,6.7,56.12
2,6,Drew Lachey,Rank (Strict Elimination),30.0,Safe,,4.5,15.54,5.28,33.2,20.53,16.53,42.87
2,6,George Hamilton,Rank (Strict Elimination),23.0,Eliminated,,1.5,19.9,4.05,33.2,8.37,6.89,42.87
2,6,Jerry Rice,Rank (Strict Elimination),23.0,Safe,,1.5,27.69,4.96,33.2,28.29,16.06,42.87
2,6,Lisa Rinna,Rank (Strict Elimination),27.0,Safe,,3.0,21.34,4.89,33.2,22.36,16.38,42.87
2,6,Stacy Keibler,Rank (Strict Elimination),30.0,Safe,,4.5,15.53,5.27,33.2,20.44,16.55,42.87
2,7,Drew Lachey,Rank (Strict Elimination),27.5,Safe,,3.5,22.08,6.14,32.4,27.77,19.62,41.62
2,7,Jerry Rice,Rank (Strict Elimination),20.5,Safe,,1.0,35.37,6.01,32.4,34.69,18.1,41.62
2,7,Lisa Rinna,Rank (Strict Elimination),26.5,Eliminated,,2.0,20.57,3.4,32.4,9.59,6.95,41.62
2,7,Stacy Keibler,Rank (Strict Elimination),27.5,Safe,,3.5,21.98,6.16,32.4,27.94,19.61,41.62
2,8,Drew Lachey,Rank (Strict Elimination),28.9998,Safe,,3.0,27.82,6.26,100.0,33.41,23.6,100.0
2,8,Jerry Rice,Rank (Strict Elimination),26.666600000000003,Safe,,1.0,44.54,6.95,100.0,33.23,23.55,100.0
2,8,Stacy Keibler,Rank (Strict Elimination),28.6665,Safe,,2.0,27.64,6.28,100.0,33.36,23.58,100.0
3,1,Emmitt Smith,Percentage (Judge% + Fan%),24.0,Safe,11.32,,9.57,8.65,32.5,9.57,8.69,32.45
3,1,Harry Hamlin,Percentage (Judge% + Fan%),17.0,Safe,8.02,,9.94,8.61,32.5,9.94,8.66,32.45
3,1,Jerry Springer,Percentage (Judge% + Fan%),16.0,Safe,7.55,,10.19,8.66,32.5,10.27,8.68,32.45
3,1,Joey Lawrence,Percentage (Judge% + Fan%),21.0,Safe,9.91,,9.56,8.58,32.5,9.54,8.66,32.45
3,1,Mario Lopez,Percentage (Judge% + Fan%),26.0,Safe,12.26,,9.62,8.74,32.5,9.57,8.72,32.45
3,1,Monique Coleman,Percentage (Judge% + Fan%),19.0,Safe,8.96,,9.71,8.55,32.5,9.71,8.58,32.45
3,1,Sara Evans,Percentage (Judge% + Fan%),15.0,Safe,7.08,,10.43,8.71,32.5,10.38,8.59,32.45
3,1,Shanna Moakler,Percentage (Judge% + Fan%),18.0,Safe,8.49,,9.84,8.64,32.5,9.82,8.67,32.45
3,1,Tucker Carlson,Percentage (Judge% + Fan%),12.0,Eliminated,5.66,,1.99,1.43,32.5,2.01,1.43,32.45
3,1,Vivica A. Fox,Percentage (Judge% + Fan%),22.0,Safe,10.38,,9.59,8.71,32.5,9.59,8.64,32.45
3,1,Willa Ford,Percentage (Judge% + Fan%),22.0,Safe,10.38,,9.56,8.58,32.5,9.59,8.71,32.45
3,2,Emmitt Smith,Percentage (Judge% + Fan%),24.0,Safe,10.43,,10.19,3.92,11.23,10.4,8.79,11.13
3,2,Harry Hamlin,Percentage (Judge% + Fan%),21.0,Safe,9.13,,10.93,3.9,11.23,11.5,8.86,11.13
3,2,Jerry Springer,Percentage (Judge% + Fan%),19.0,Safe,8.26,,11.57,3.86,11.23,12.42,8.93,11.13
3,2,Joey Lawrence,Percentage (Judge% + Fan%),29.0,Safe,12.61,,9.8,4.07,11.23,10.07,9.0,11.13
3,2,Mario Lopez,Percentage (Judge% + Fan%),21.0,Safe,9.13,,10.76,3.82,11.23,11.55,8.92,11.13
3,2,Monique Coleman,Percentage (Judge% + Fan%),26.0,Safe,11.3,,10.19,4.08,11.23,10.15,8.95,11.13
3,2,Sara Evans,Percentage (Judge% + Fan%),21.0,Safe,9.13,,11.35,4.0,11.23,11.52,8.92,11.13
3,2,Shanna Moakler,Percentage (Judge% + Fan%),22.0,Eliminated,9.57,,4.58,1.33,11.23,1.2,1.01,11.13
3,2,Vivica A. Fox,Percentage (Judge% + Fan%),24.0,Safe,10.43,,10.23,3.94,11.23,10.5,8.97,11.13
3,2,Willa Ford,Percentage (Judge% + Fan%),23.0,Safe,10.0,,10.4,3.89,11.23,10.69,8.85,11.13
3,3,Emmitt Smith,Percentage (Judge% + Fan%),19.0,Safe,9.18,,12.3,3.78,10.6,13.8,9.8,12.66
3,3,Harry Hamlin,Percentage (Judge% + Fan%),22.0,Eliminated,10.63,,5.53,1.48,10.6,1.47,1.21,12.66
3,3,Jerry Springer,Percentage (Judge% + Fan%),21.0,Safe,10.14,,12.92,4.24,10.6,13.15,9.98,12.66
3,3,Joey Lawrence,Percentage (Judge% + Fan%),22.0,Safe,10.63,,11.47,3.97,10.6,12.53,9.84,12.66
3,3,Mario Lopez,Percentage (Judge% + Fan%),22.0,Safe,10.63,,12.04,4.07,10.6,12.51,9.94,12.66
3,3,Monique Coleman,Percentage (Judge% + Fan%),27.0,Safe,13.04,,10.89,4.16,10.6,11.43,9.84,12.66
3,3,Sara Evans,Percentage (Judge% + Fan%),25.0,Safe,12.08,,12.22,4.35,10.6,11.5,9.74,12.66
3,3,Vivica A. Fox,Percentage (Judge% + Fan%),27.0,Safe,13.04,,10.96,4.19,10.6,11.16,9.71,12.66
3,3,Willa Ford,Percentage (Judge% + Fan%),22.0,Safe,10.63,,11.67,3.98,10.6,12.45,9.74,12.66
3,4,Emmitt Smith,Percentage (Judge% + Fan%),24.0,Safe,12.12,,13.8,4.42,17.68,14.3,10.83,13.14
3,4,Jerry Springer,Percentage (Judge% + Fan%),22.0,Safe,11.11,,14.66,4.41,17.68,15.08,10.72,13.14
3,4,Joey Lawrence,Percentage (Judge% + Fan%),27.0,Safe,13.64,,12.61,4.3,17.68,13.04,10.66,13.14
3,4,Mario Lopez,Percentage (Judge% + Fan%),29.0,Safe,14.65,,12.92,4.52,17.68,12.64,10.82,13.14
3,4,Monique Coleman,Percentage (Judge% + Fan%),24.0,Safe,12.12,,12.59,4.0,17.68,14.06,10.72,13.14
3,4,Sara Evans,Percentage (Judge% + Fan%),20.0,Safe,10.1,,14.44,4.09,17.68,16.14,10.82,13.14
3,4,Vivica A. Fox,Percentage (Judge% + Fan%),24.0,Eliminated,12.12,,6.35,1.71,17.68,1.77,1.47,13.14
3,4,Willa Ford,Percentage (Judge% + Fan%),28.0,Safe,14.14,,12.63,4.38,17.68,12.97,10.91,13.14
3,5,Emmitt Smith,Percentage (Judge% + Fan%),27.0,Safe,14.92,,15.37,4.52,14.02,15.43,11.51,10.78
3,5,Jerry Springer,Percentage (Judge% + Fan%),24.0,Safe,13.26,,16.65,4.54,14.02,17.31,11.66,10.78
3,5,Joey Lawrence,Percentage (Judge% + Fan%),25.0,Safe,13.81,,14.88,4.15,14.02,16.84,11.76,10.78
3,5,Mario Lopez,Percentage (Judge% + Fan%),27.0,Safe,14.92,,14.71,4.35,14.02,15.67,11.69,10.78
3,5,Monique Coleman,Percentage (Judge% + Fan%),27.0,Safe,14.92,,14.44,4.32,14.02,15.54,11.74,10.78
3,5,Sara Evans,Percentage (Judge% + Fan%),24.0,Safe,13.26,,16.53,4.51,14.02,17.26,11.59,10.78
3,5,Willa Ford,Percentage (Judge% + Fan%),27.0,Eliminated,14.92,,7.42,1.78,14.02,1.94,1.68,10.78
3,6,Emmitt Smith,Percentage (Judge% + Fan%),25.0,Safe,21.19,,20.21,5.64,100.0,20.0,16.33,100.0
3,6,Jerry Springer,Percentage (Judge% + Fan%),18.0,Safe,15.25,,21.91,5.8,100.0,19.99,16.32,100.0
3,6,Joey Lawrence,Percentage (Judge% + Fan%),24.0,Safe,20.34,,19.58,5.56,100.0,19.99,16.35,100.0
3,6,Mario Lopez,Percentage (Judge% + Fan%),28.0,Safe,23.73,,19.34,5.54,100.0,19.91,16.25,100.0
3,6,Monique Coleman,Percentage (Judge% + Fan%),23.0,Safe,19.49,,18.96,5.49,100.0,20.1,16.42,100.0
3,7,Emmitt Smith,Percentage (Judge% + Fan%),28.5,Safe,21.11,,21.52,5.16,26.87,23.75,17.15,31.03
3,7,Jerry Springer,Percentage (Judge% + Fan%),23.0,Eliminated,17.04,,15.54,2.79,26.87,4.94,3.73,31.03
3,7,Joey Lawrence,Percentage (Judge% + Fan%),28.5,Safe,21.11,,21.01,5.02,26.87,23.55,17.09,31.03
3,7,Mario Lopez,Percentage (Judge% + Fan%),28.0,Safe,20.74,,20.94,5.0,26.87,23.66,17.0,31.03
3,7,Monique Coleman,Percentage (Judge% + Fan%),27.0,Safe,20.0,,20.98,4.85,26.87,24.11,17.06,31.03
3,8,Emmitt Smith,Percentage (Judge% + Fan%),27.0,Safe,24.77,,27.6,5.18,29.84,31.65,18.8,27.01
3,8,Joey Lawrence,Percentage (Judge% + Fan%),27.0,Safe,24.77,,27.21,5.05,29.84,31.66,18.72,27.01
3,8,Mario Lopez,Percentage (Judge% + Fan%),28.5,Safe,26.15,,26.66,5.23,29.84,30.24,18.6,27.01
3,8,Monique Coleman,Percentage (Judge% + Fan%),26.5,Eliminated,24.31,,18.53,3.04,29.84,6.44,4.97,27.01
3,9,Emmitt Smith,Percentage (Judge% + Fan%),29.5,Safe,33.33,,33.87,6.63,100.0,33.33,23.55,100.0
3,9,Joey Lawrence,Percentage (Judge% + Fan%),29.5,Safe,33.33,,33.37,6.61,100.0,33.37,23.54,100.0
3,9,Mario Lopez,Percentage (Judge% + Fan%),29.5,Safe,33.33,,32.75,6.59,100.0,33.3,23.58,100.0
3,10,Emmitt Smith,Percentage (Judge% + Fan%),29.666600000000003,Safe,50.0,,50.88,6.97,100.0,50.13,28.76,100.0
3,10,Mario Lopez,Percentage (Judge% + Fan%),29.666600000000003,Safe,50.0,,49.12,6.97,100.0,49.87,28.76,100.0
4,1,Apolo Anton Ohno,Percentage (Judge% + Fan%),21.0,Safe,10.19,,9.09,8.31,100.0,9.13,8.35,100.0
4,1,Billy Ray Cyrus,Percentage (Judge% + Fan%),13.0,Safe,6.31,,9.09,8.33,100.0,9.11,8.33,100.0
4,1,Clyde Drexler,Percentage (Judge% + Fan%),16.0,Safe,7.77,,9.14,8.29,100.0,9.1,8.32,100.0
4,1,Heather Mills,Percentage (Judge% + Fan%),18.0,Safe,8.74,,9.06,8.26,100.0,9.06,8.29,100.0
4,1,Ian Ziering,Percentage (Judge% + Fan%),21.0,Safe,10.19,,9.09,8.34,100.0,9.12,8.34,100.0
4,1,Joey Fatone,Percentage (Judge% + Fan%),24.0,Safe,11.65,,9.1,8.28,100.0,9.07,8.28,100.0
4,1,John Ratzenberger,Percentage (Judge% + Fan%),17.0,Safe,8.25,,9.15,8.33,100.0,9.1,8.33,100.0
4,1,Laila Ali,Percentage (Judge% + Fan%),23.0,Safe,11.17,,9.05,8.26,100.0,9.09,8.28,100.0
4,1,Leeza Gibbons,Percentage (Judge% + Fan%),15.0,Safe,7.28,,9.1,8.31,100.0,9.06,8.29,100.0
4,1,Paulina Porizkova,Percentage (Judge% + Fan%),19.0,Safe,9.22,,9.06,8.27,100.0,9.11,8.29,100.0
4,1,Shandi Finnessey,Percentage (Judge% + Fan%),19.0,Safe,9.22,,9.08,8.26,100.0,9.06,8.29,100.0
4,2,Apolo Anton Ohno,Percentage (Judge% + Fan%),26.0,Safe,10.61,,9.19,8.32,11.28,9.13,8.29,11.21
4,2,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,8.57,,10.06,8.17,11.28,10.12,8.27,11.21
4,2,Clyde Drexler,Percentage (Judge% + Fan%),18.0,Safe,7.35,,11.38,8.22,11.28,11.44,8.28,11.21
4,2,Heather Mills,Percentage (Judge% + Fan%),24.0,Safe,9.8,,9.54,8.37,11.28,9.4,8.28,11.21
4,2,Ian Ziering,Percentage (Judge% + Fan%),22.0,Safe,8.98,,9.71,8.31,11.28,9.68,7.99,11.21
4,2,Joey Fatone,Percentage (Judge% + Fan%),24.0,Safe,9.8,,9.41,8.26,11.28,9.27,8.09,11.21
4,2,John Ratzenberger,Percentage (Judge% + Fan%),21.0,Safe,8.57,,10.07,8.25,11.28,10.2,8.27,11.21
4,2,Laila Ali,Percentage (Judge% + Fan%),27.0,Safe,11.02,,9.09,8.25,11.28,9.15,8.23,11.21
4,2,Leeza Gibbons,Percentage (Judge% + Fan%),21.0,Safe,8.57,,10.1,8.28,11.28,10.0,8.24,11.21
4,2,Paulina Porizkova,Percentage (Judge% + Fan%),21.0,Eliminated,8.57,,1.02,0.86,11.28,1.02,0.86,11.21
4,2,Shandi Finnessey,Percentage (Judge% + Fan%),20.0,Safe,8.16,,10.41,8.04,11.28,10.59,8.23,11.21
4,3,Apolo Anton Ohno,Percentage (Judge% + Fan%),23.0,Safe,10.55,,9.85,3.79,9.16,10.4,8.96,11.33
4,3,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,9.63,,10.95,4.0,9.16,11.16,8.92,11.33
4,3,Clyde Drexler,Percentage (Judge% + Fan%),16.0,Safe,7.34,,12.82,3.99,9.16,13.46,8.97,11.33
4,3,Heather Mills,Percentage (Judge% + Fan%),24.0,Safe,11.01,,10.0,3.97,9.16,10.19,8.82,11.33
4,3,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,11.01,,10.09,3.94,9.16,10.37,9.09,11.33
4,3,Joey Fatone,Percentage (Judge% + Fan%),24.0,Safe,11.01,,9.91,3.92,9.16,10.2,8.9,11.33
4,3,John Ratzenberger,Percentage (Judge% + Fan%),20.0,Safe,9.17,,11.15,3.95,9.16,11.55,8.9,11.33
4,3,Laila Ali,Percentage (Judge% + Fan%),21.0,Safe,9.63,,10.12,3.69,9.16,11.12,8.96,11.33
4,3,Leeza Gibbons,Percentage (Judge% + Fan%),24.0,Safe,11.01,,10.45,4.03,9.16,10.4,9.06,11.33
4,3,Shandi Finnessey,Percentage (Judge% + Fan%),21.0,Eliminated,9.63,,4.67,1.31,9.16,1.17,0.95,11.33
4,4,Apolo Anton Ohno,Percentage (Judge% + Fan%),26.0,Safe,13.68,,10.5,4.21,29.23,11.55,10.21,23.62
4,4,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,11.05,,11.95,4.3,29.23,12.07,10.21,23.62
4,4,Clyde Drexler,Percentage (Judge% + Fan%),15.0,Safe,7.89,,14.48,4.44,29.23,14.13,10.15,23.62
4,4,Heather Mills,Percentage (Judge% + Fan%),23.0,Safe,12.11,,10.9,4.19,29.23,11.61,10.11,23.62
4,4,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,12.63,,10.9,4.25,29.23,11.51,10.12,23.62
4,4,Joey Fatone,Percentage (Judge% + Fan%),28.0,Safe,14.74,,10.52,4.29,29.23,11.32,10.08,23.62
4,4,John Ratzenberger,Percentage (Judge% + Fan%),16.0,Safe,8.42,,12.98,4.17,29.23,13.66,10.28,23.62
4,4,Laila Ali,Percentage (Judge% + Fan%),21.0,Safe,11.05,,11.19,4.16,29.23,11.96,10.09,23.62
4,4,Leeza Gibbons,Percentage (Judge% + Fan%),16.0,Eliminated,8.42,,6.59,1.85,29.23,2.19,1.67,23.62
4,5,Apolo Anton Ohno,Percentage (Judge% + Fan%),30.0,Safe,17.05,,11.48,4.45,25.21,13.31,11.63,36.8
4,5,Billy Ray Cyrus,Percentage (Judge% + Fan%),17.0,Safe,9.66,,14.38,4.31,25.21,14.82,11.52,36.8
4,5,Clyde Drexler,Percentage (Judge% + Fan%),13.0,Eliminated,7.39,,9.97,2.2,25.21,3.36,2.45,36.8
4,5,Heather Mills,Percentage (Judge% + Fan%),21.0,Safe,11.93,,12.79,4.33,25.21,13.81,11.48,36.8
4,5,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,13.64,,12.26,4.41,25.21,13.48,11.53,36.8
4,5,Joey Fatone,Percentage (Judge% + Fan%),25.0,Safe,14.2,,11.79,4.35,25.21,13.34,11.41,36.8
4,5,John Ratzenberger,Percentage (Judge% + Fan%),18.0,Safe,10.23,,15.05,4.63,25.21,14.56,11.55,36.8
4,5,Laila Ali,Percentage (Judge% + Fan%),28.0,Safe,15.91,,12.29,4.56,25.21,13.31,11.56,36.8
4,6,Apolo Anton Ohno,Percentage (Judge% + Fan%),28.0,Safe,16.47,,13.32,4.39,18.81,14.76,12.2,16.81
4,6,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,12.35,,17.19,4.57,18.81,17.89,12.16,16.81
4,6,Heather Mills,Percentage (Judge% + Fan%),23.0,Eliminated,13.53,,8.41,1.97,18.81,2.4,1.9,16.81
4,6,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,14.12,,14.82,4.31,18.81,15.93,11.95,16.81
4,6,Joey Fatone,Percentage (Judge% + Fan%),27.0,Safe,15.88,,13.84,4.39,18.81,15.01,11.93,16.81
4,6,John Ratzenberger,Percentage (Judge% + Fan%),19.0,Safe,11.18,,18.29,4.58,18.81,19.05,12.17,16.81
4,6,Laila Ali,Percentage (Judge% + Fan%),28.0,Safe,16.47,,14.13,4.54,18.81,14.96,12.16,16.81
4,7,Apolo Anton Ohno,Percentage (Judge% + Fan%),27.0,Safe,17.48,,16.28,4.36,12.36,18.75,14.28,24.57
4,7,Billy Ray Cyrus,Percentage (Judge% + Fan%),19.0,Safe,12.3,,21.6,4.66,12.36,23.21,14.29,24.57
4,7,Ian Ziering,Percentage (Judge% + Fan%),27.0,Safe,17.48,,17.39,4.65,12.36,18.52,14.18,24.57
4,7,Joey Fatone,Percentage (Judge% + Fan%),29.5,Safe,19.09,,16.18,4.7,12.36,17.94,14.38,24.57
4,7,John Ratzenberger,Percentage (Judge% + Fan%),22.5,Eliminated,14.56,,12.23,2.21,12.36,3.57,2.7,24.57
4,7,Laila Ali,Percentage (Judge% + Fan%),29.5,Safe,19.09,,16.33,4.76,12.36,18.0,14.38,24.57
4,8,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.0,Safe,23.11,,19.81,5.1,22.99,22.92,17.3,37.13
4,8,Billy Ray Cyrus,Percentage (Judge% + Fan%),19.0,Eliminated,15.14,,17.54,2.84,22.99,5.78,4.17,37.13
4,8,Ian Ziering,Percentage (Judge% + Fan%),23.5,Safe,18.73,,22.26,4.85,22.99,24.84,17.17,37.13
4,8,Joey Fatone,Percentage (Judge% + Fan%),27.5,Safe,21.91,,20.0,4.95,22.99,23.1,17.26,37.13
4,8,Laila Ali,Percentage (Judge% + Fan%),26.5,Safe,21.12,,20.39,4.87,22.99,23.36,17.17,37.13
4,9,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.5,Safe,24.89,,26.94,4.81,18.28,31.38,18.69,26.48
4,9,Ian Ziering,Percentage (Judge% + Fan%),29.0,Eliminated,24.47,,19.05,2.86,18.28,6.42,4.95,26.48
4,9,Joey Fatone,Percentage (Judge% + Fan%),30.0,Safe,25.32,,26.87,4.9,18.28,31.17,18.84,26.48
4,9,Laila Ali,Percentage (Judge% + Fan%),30.0,Safe,25.32,,27.13,4.97,18.28,31.03,18.85,26.48
4,10,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.3332,Safe,33.98,,33.31,6.6,100.0,33.24,23.56,100.0
