season,celebrity_name,popularity_coefficient
8,Lil' Kim,0.0
8,Melissa Rycroft,0.0947867298578199
8,Shawn Johnson,0.1595460614152203
8,Steve Wozniak,0.030707610146862484
8,Steve-O,0.03249830737982397
8,Ty Murray,0.017356475300400534
9,Aaron Carter,0.08449138410227905
9,Ashley Hamiliton,0.0005558643690939411
9,Chuck Liddell,0.04502501389660923
9,Debi Mazar,0.016675931072818232
9,Donny Osmond,0.04669260700389105
9,Joanna Krupa,0.1217342968315731
9,Kathy Ireland,0.048916064480266815
9,Kelly Osbourne,0.05669816564758199
9,Louie Vito,0.030572540300166758
9,Macy Gray,0.023902167871039465
9,Mark Dacascos,0.014452473596442469
9,Melissa Joan Hart,0.0405780989438577
9,Michael Irvin,0.012229016120066704
9,Mya,0.14285714285714285
9,Natalie Coughlin,0.018343524180100056
9,Tom DeLay,0.048916064480266815
10,Aiden Turner,0.008522727272727272
10,Buzz Aldrin,0.03409090909090909
10,Chad Ochocinco,0.060369318181818184
10,Erin Andrews,0.2521306818181818
10,Evan Lysacek,0.04190340909090909
10,Jake Pavelka,0.030539772727272728
10,Kate Gosselin,0.24644886363636365
10,Nicole Scherzinger,0.09019886363636363
10,Niecy Nash,0.016335227272727272
10,Pamela Anderson,0.14772727272727273
10,Shannen Doherty,0.01278409090909091
11,Audrina Patridge,0.071875
11,Brandy,0.19609375
11,Bristol Palin,0.16796875
11,David Hasselhoff,0.02367797947908445
11,Florence Henderson,0.027624309392265192
11,Jennifer Grey,0.20703125
11,Kurt Warner,0.03125
11,Kyle Massey,0.035516969218626675
11,Margaret Cho,0.0171875
11,Michael Bolton,0.03046875
11,Rick Fox,0.0828125
11,The Situation,0.15390625
12,Chelsea Kane,0.11352253756260434
12,Chris Jericho,0.027842227378190254
12,Hines Ward,0.11078886310904873
12,Kendra Wilkinson,0.10034802784222738
12,Kirstie Alley,0.18697829716193656
12,Mike Catherwood,0.014468558708959377
12,Petra Nemcova,0.023781902552204175
12,Ralph Macchio,0.10517529215358931
12,Romeo,0.41531322505800466
12,Sugar Ray Leonard,0.033642691415313224
12,Wendy Williams,0.11136890951276102
13,Carson Kressley,0.01353846153846154
13,Chaz Bono,0.15384615384615385
13,Chynna Phillips,0.046290424857324035
13,David Arquette,0.05326569435637286
13,Elisabetta Canalis,0.013950538998097653
13,Hope Solo,0.2
13,J.R. Martinez,0.029169308814204185
13,Kristin Cavallari,0.08061538461538462
13,Metta World Peace (Ron),0.0006153846153846154
13,Nancy Grace,0.31842105263157894
13,Ricki Lake,0.04755865567533291
13,Rob Kardashian,0.06584615384615385
14,Donald Driver,0.057898498927805575
14,Gavin DeGraw,0.11365260900643316
14,Gladys Knight,0.11579699785561115
14,Jack Wagner,0.057183702644746245
14,Jaleel White,0.07862759113652609
14,Katherine Jenkins,0.09506790564689063
14,Maria Menounos,0.14295925661186562
14,Martina Navratilova,0.035739814152966405
14,Melissa Gilbert,0.14581844174410294
14,Roshon Fegan,0.04145818441744103
14,Sherri Sheperd,0.0
14,William Levy,0.268048606147248
15,Apolo Anton Ohno,0.004864864864864865
15,Bristol Palin,0.06972972972972973
15,Drew Lachey,0.015135135135135135
15,Emmitt Smith,0.05783783783783784
15,Gilles Marini,0.04216216216216216
15,Helio Castroneves,0.004864864864864865
15,Joey Fatone,0.011891891891891892
15,Kelly Monaco,0.20540540540540542
15,Kirstie Alley,0.09405405405405405
15,Melissa Rycroft,0.07297297297297298
15,Pamela Anderson,0.10378378378378378
15,Sabrina Bryan,0.04216216216216216
15,Shawn Johnson,0.1345945945945946
16,Alexandra Raisman,0.01198501872659176
16,Andy Dick,0.0951310861423221
16,D. L. Hughley,0.0
16,Dorothy Hamill,0.08164794007490636
16,Ingo Rademacher,0.02696629213483146
16,Jacoby Jones,0.09288389513108614
16,Kellie Pickler,0.20599250936329588
16,Lisa Vanderpump,0.12134831460674157
16,Sean Lowe,0.1662921348314607
16,Victor Ortiz,0.0299625468164794
16,Wynonna Judd,0.03520599250936329
16,Zendaya,0.31985018726591763
17,Amber Riley,0.07095553453169347
17,Bill Engvall,0.04919583727530748
17,Bill Nye,0.24881740775780511
17,Brant Daugherty,0.07663197729422895
17,Christina Milian,0.1466414380321665
17,Corbin Bleu,0.11636707663197729
17,Elizabeth Berkley Lauren,0.003784295175023652
17,Jack Osbourne,0.04730368968779565
17,Keyshawn Johnson,0.020813623462630087
17,Leah Remini,0.13339640491958374
17,"Nicole ""Snooki"" Polizzi",0.0
17,Valerie Harper,0.10122989593188268
18,Amy Purdy,0.1621405750798722
18,Billy Dee Williams,0.05511182108626198
18,Candace Cameron Bure,0.03354632587859425
18,Charlie White,0.07667731629392971
18,Cody Simpson,0.17172523961661343
18,Danica McKellar,0.134185303514377
18,Diana Nyad,0.022364217252396165
18,Drew Carey,0.10383386581469649
18,James Maslow,0.1573482428115016
18,Meryl Davis,0.15335463258785942
18,NeNe Leakes,0.18130990415335463
18,Sean Avery,0.029552715654952075
19,Alfonso Ribeiro,0.10301768990634755
19,Antonio Sabato Jr.,0.0
19,Bethany Mota,0.1987513007284079
19,Betsey Johnson,0.11550468262226847
19,Janel Parrish,0.08740894901144641
19,Jonathan Bennett,0.044745057232049947
19,Lea Thompson,0.08949011446409989
19,Lolo Jones,0.04994797086368366
19,Michael Waltrip,0.031217481789802288
19,Randy Couture,0.01664932362122789
19,Sadie Robertson,0.21019771071800208
19,Tavis Smiley,0.014568158168574402
19,Tommy Chong,0.11238293444328824
20,Charlotte McKinney,0.19594594594594594
20,Chris Soules,0.14054054054054055
20,Michael Sam,0.05540540540540541
20,Nastia Liukin,0.057432432432432436
20,Noah Galloway,0.08108108108108109
20,Patti LaBelle,0.11689189189189189
20,Redfoo,0.03310810810810811
20,Riker Lynch,0.11283783783783784
20,Robert Herjavec,0.1331081081081081
20,Rumer Willis,0.20810810810810812
20,Suzanne Somers,0.10675675675675676
20,Willow Shields,0.08513513513513514
21,Alek Skarlatos,0.040229885057471264
21,Alexa PenaVega,0.04187192118226601
21,Andy Grammer,0.10919540229885058
21,Bindi Irwin,0.2832512315270936
21,Carlos PenaVega,0.0451559934318555
21,Chaka Khan,0.05008210180623974
21,Gary Busey,0.15599343185550082
21,Hayes Grier,0.1444991789819376
21,Kim Zolciak-Biermann,0.0016420361247947454
21,Nick Carter,0.12643678160919541
21,Paula Deen,0.2848932676518883
21,Tamar Braxton,0.1839080459770115
21,Victor Espinoza,0.011522633744855968
22,Antonio Brown,0.13108945969884853
22,Doug Flutie,0.07705934455270151
22,Geraldo Rivera,0.054030115146147036
22,Ginger Zee,0.112488928255093
22,Jodie Sweetin,0.16651904340124005
22,Kim Fields,0.11603188662533215
22,Marla Maples,0.15411868910540302
22,Mischa Barton,0.10806023029229407
22,Nyle DiMarco,0.13020372010628875
22,Paige VanZant,0.15234720992028344
22,Von Miller,0.11691762621789194
22,Wanya Morris,0.02037201062887511
23,Amber Rose,0.39779005524861877
23,Babyface,0.027624309392265192
23,Calvin Johnson Jr.,0.0
23,Jake T. Austin,0.0
23,James Hinchcliffe,0.03130755064456722
23,Jana Kramer,0.26703499079189685
23,Laurie Hernandez,0.06813996316758748
23,Marilu Henner,0.058931860036832415
23,Maureen McCormick,0.10313075506445672
23,Rick Perry,0.022099447513812154
23,Ryan Lochte,0.27255985267034993
23,Terra Jole,0.049723756906077346
23,Vanilla Ice,0.1712707182320442
24,Bonner Bolton,0.11817279046673287
24,Charo,0.2692307692307692
24,Chris Kattan,0.07348560079443893
24,David Ross,0.15392254220456802
24,Erika Jayne,0.1320754716981132
24,Heather Morris,0.07388663967611336
24,Mr. T,0.03643724696356275
24,Nancy Kerrigan,0.1417004048582996
24,Nick Viall,0.1002979145978153
24,Normani,0.09930486593843098
24,Rashad Jennings,0.10526315789473684
24,Simone Biles,0.15392254220456802
25,Barbara Corcoran,0.05152224824355972
25,Debbie Gibson,0.09914129586260734
25,Derek Fisher,0.04137392661982826
25,Drew Scott,0.07494145199063232
25,Frankie Muniz,0.2232630757220921
25,Jordan Fisher,0.18032786885245902
25,Lindsey Stirling,0.20140515222482436
25,Nick Lachey,0.09289617486338798
25,Nikki Bella,0.15300546448087432
25,Sasha Pieterse,0.08352849336455893
25,Terrell Owens,0.08040593286494926
25,Vanessa Lachey,0.08743169398907104
25,Victoria Arlen,0.08899297423887588
26,Adam Rippon,0.09090909090909091
26,Arike Ogunbowale,0.013986013986013986
26,Chris Mazdzer,0.03263403263403263
26,Jamie Anderson,0.016317016317016316
26,Jennie Finch Daigle,0.006993006993006993
26,Johnny Damon,0.04895104895104895
26,Josh Norman,0.10256410256410256
26,Kareem Abdul-Jabbar,0.016317016317016316
26,Mirai Nagasu,0.03496503496503497
26,Tonya Harding,0.5757575757575758
27,Alexis Ren,0.17819148936170212
27,Bobby Bones,0.19237588652482268
27,Danelle Umstead,0.016843971631205674
27,DeMarcus Ware,0.0549645390070922
27,Evanna Lynch,0.03634751773049645
27,Joe Amabile,0.013297872340425532
27,John Schneider,0.10815602836879433
27,Juan Pablo Di Pace,0.024822695035460994
27,Mary Lou Retton,0.12588652482269502
27,Milo Manheim,0.09840425531914894
27,Nancy McKeon,0.0549645390070922
27,Nikki Glaser,0.09929078014184398
27,Tinashe,0.06914893617021277
28,Ally Brooke,0.09915809167446211
28,Hannah Brown,0.2806361085126286
28,James Van Der Beek,0.19083255378858746
28,Karamo Brown,0.04490177736202058
28,Kate Flannery,0.0617399438727783
28,Kel Mitchell,0.07670720299345182
28,Lamar Odom,0.15247895229186156
28,Lauren Alaina,0.1384471468662301
28,Mary Wilson,0.03928905519176801
28,Ray Lewis,0.11973807296538821
28,Sailor Brinkley-Cook,0.0018709073900841909
28,Sean Spicer,0.20673526660430308
29,AJ McLean,0.02346368715083799
29,Anne Heche,0.11843575418994413
29,Carole Baskin,0.293854748603352
29,Charles Oakley,0.03687150837988827
29,Chrishell Stause,0.13072625698324022
29,Jeannie Mai,0.16089385474860335
29,Jesse Metcalfe,0.08491620111731843
29,Johnny Weir,0.05139664804469274
29,Justina Machado,0.042458100558659215
29,Kaitlyn Bristowe,0.07262569832402235
29,Monica Aldama,0.030167597765363128
29,Nelly,0.31843575418994413
29,Nev Schulman,0.042458100558659215
29,Skai Jackson,0.2245810055865922
29,Veron Davis,0.0
30,Amanda Kloots,0.17219917012448133
30,Brian Austin Green,0.11721991701244813
30,Christine Chiu,0.01867219917012448
30,Cody Rigsby,0.10477178423236515
30,Iman Shumpert,0.12344398340248963
30,Jimmie Allen,0.14107883817427386
30,JoJo Siwa,0.6078838174273858
30,Kenya Moore,0.08609958506224066
30,Martin Kove,0.03112033195020747
30,Matt James,0.08921161825726141
30,Melanie C,0.01970954356846473
30,Melora Hardin,0.0912863070539419
30,"Mike ""The Miz"" Mizanin",0.0
30,Olivia Jade,0.16804979253112035
30,Suni Lee,0.08506224066390042
31,Charli D'Amelio,0.26629422718808193
31,Cheryl Ladd,0.06797020484171322
31,Daniel Durant,0.0335195530726257
31,Gabby Windey,0.09021842355175688
31,Heidi D'Amelio,0.025139664804469275
31,Jason Lewis,0.023277467411545624
31,Jessie James Decker,0.06238361266294227
31,Jordin Sparks,0.08286778398510242
31,Joseph Baena,0.08752327746741155
31,Sam Champion,0.027001862197392923
31,Selma Blair,0.25605214152700184
31,Shangela,0.050332383665717
31,Teresa Giudice,0.08452041785375118
31,Trevor Donovan,0.11080074487895716
31,Vinny Guadagnino,0.026590693257359924
31,Wayne Brady,0.15176908752327747
32,Adrian Peterson,0.09306569343065693
32,Alyson Hannigan,0.12043795620437957
32,Ariana Madix,0.11647972389991372
32,Barry Williams,0.17974452554744524
32,Charity Lawson,0.04055220017256255
32,Harry Jowsey,0.20276100086281276
32,Jamie Lynn Spears,0.1322992700729927
32,Jason Mraz,0.15789473684210525
32,Lele Pons,0.07333908541846419
32,Matt Walsh,0.09032846715328467
32,Mauricio Umansky,0.09490940465918896
32,Mira Sorvino,0.14142335766423358
32,Tyson Beckford,0.024635036496350366
32,Xochitl Gomez,0.1687956204379562
33,Anna Delvey,0.27223926380368096
33,Brooks Nader,0.12269938650306748
33,Chandler Kinney,0.07592024539877301
33,Danny Amendola,0.1464723926380368
33,Dwight Howard ,0.0
33,Eric Roberts,0.1273006134969325
33,Ilona Maher,0.20475460122699388
33,Jenn Tran,0.08665644171779141
33,Joey Graziadei,0.03144171779141104
33,Phaedra Parks,0.024539877300613498
33,Reginald VelJohnson,0.03450920245398773
33,Stephen Nedoroscik,0.05598159509202454
33,Tori Spelling,0.08588957055214724
34,Alix Earle,0.09338786639400136
34,Andy Richter,0.08316291751874574
34,Baron Davis,0.006816632583503749
34,Corey Feldman,0.0681663258350375
34,Danielle Fishel,0.0736196319018405
34,Dylan Efron,0.11315610088616224
34,Elaine Hendrix,0.07975460122699386
34,Hilaria Baldwin,0.06884798909338787
34,Jen Affleck,0.07021131561008861
34,Jordan Chiles,0.03067484662576687
34,Lauren Jauregui,0.013633265167007498
34,Robert Irwin,0.23517382413087934
34,Scott Hoying,0.013633265167007498
34,Whitney Leavitt,0.07566462167689161
