Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
3,9,Emmitt Smith,Percentage (Judge% + Fan%),29.5,Safe,33.33,,26.6,6.19,100,33.34,23.58,100
3,9,Joey Lawrence,Percentage (Judge% + Fan%),29.5,Safe,33.33,,32.95,6.59,100,33.37,23.59,100
3,9,Mario Lopez,Percentage (Judge% + Fan%),29.5,Safe,33.33,,40.45,6.88,100,33.29,23.57,100
3,10,Emmitt Smith,Percentage (Judge% + Fan%),29.6666,Safe,50,,39.8,6.85,100,50.01,28.85,100
3,10,Mario Lopez,Percentage (Judge% + Fan%),29.6666,Safe,50,,60.2,6.85,100,49.99,28.85,100
4,1,Apolo Anton Ohno,Percentage (Judge% + Fan%),21,Safe,10.19,,8.53,3.91,100,9.1,8.31,100
4,1,Billy Ray Cyrus,Percentage (Judge% + Fan%),13,Safe,6.31,,10.16,4.23,100,9.09,8.31,100
4,1,Clyde Drexler,Percentage (Judge% + Fan%),16,Safe,7.77,,7.22,3.62,100,9.08,8.29,100
4,1,Heather Mills,Percentage (Judge% + Fan%),18,Safe,8.74,,15.53,5.07,100,9.1,8.31,100
4,1,Ian Ziering,Percentage (Judge% + Fan%),21,Safe,10.19,,8.26,3.85,100,9.1,8.3,100
4,1,Joey Fatone,Percentage (Judge% + Fan%),24,Safe,11.65,,8.79,3.96,100,9.09,8.31,100
4,1,John Ratzenberger,Percentage (Judge% + Fan%),17,Safe,8.25,,7.09,3.6,100,9.09,8.29,100
4,1,Laila Ali,Percentage (Judge% + Fan%),23,Safe,11.17,,9.96,4.19,100,9.09,8.3,100
4,1,Leeza Gibbons,Percentage (Judge% + Fan%),15,Safe,7.28,,7.94,3.79,100,9.09,8.3,100
4,1,Paulina Porizkova,Percentage (Judge% + Fan%),19,Safe,9.22,,8.53,3.91,100,9.09,8.31,100
4,1,Shandi Finnessey,Percentage (Judge% + Fan%),19,Safe,9.22,,8,3.79,100,9.08,8.29,100
4,2,Apolo Anton Ohno,Percentage (Judge% + Fan%),26,Safe,10.61,,8.61,3.84,8.84,9.18,8.28,11.17
4,2,Billy Ray Cyrus,Percentage (Judge% + Fan%),21,Safe,8.57,,10.46,4.08,8.84,10.08,8.24,11.17
4,2,Clyde Drexler,Percentage (Judge% + Fan%),18,Safe,7.35,,8.79,3.24,8.84,11.34,8.26,11.17
4,2,Heather Mills,Percentage (Judge% + Fan%),24,Safe,9.8,,15.51,5.06,8.84,9.34,8.24,11.17
4,2,Ian Ziering,Percentage (Judge% + Fan%),22,Safe,8.98,,8.76,3.66,8.84,9.8,8.27,11.17
4,2,Joey Fatone,Percentage (Judge% + Fan%),24,Safe,9.8,,8.98,3.85,8.84,9.37,8.27,11.17
4,2,John Ratzenberger,Percentage (Judge% + Fan%),21,Safe,8.57,,8,3.32,8.84,10.11,8.24,11.17
4,2,Laila Ali,Percentage (Judge% + Fan%),27,Safe,11.02,,9.98,4.17,8.84,9.11,8.27,11.17
4,2,Leeza Gibbons,Percentage (Judge% + Fan%),21,Safe,8.57,,8.64,3.55,8.84,10.1,8.23,11.17
4,2,Paulina Porizkova,Percentage (Judge% + Fan%),21,Eliminated,8.57,,3.45,1.16,8.84,1.03,0.86,11.17
4,2,Shandi Finnessey,Percentage (Judge% + Fan%),20,Safe,8.16,,8.83,3.49,8.84,10.54,8.25,11.17
4,3,Apolo Anton Ohno,Percentage (Judge% + Fan%),23,Safe,10.55,,9.62,3.9,11.03,10.42,8.93,11.35
4,3,Billy Ray Cyrus,Percentage (Judge% + Fan%),21,Safe,9.63,,11.34,4.22,11.03,11.08,8.9,11.35
4,3,Clyde Drexler,Percentage (Judge% + Fan%),16,Safe,7.34,,10.22,3.26,11.03,13.49,8.97,11.35
4,3,Heather Mills,Percentage (Judge% + Fan%),24,Safe,11.01,,16.8,5.2,11.03,10.3,8.99,11.35
4,3,Ian Ziering,Percentage (Judge% + Fan%),24,Safe,11.01,,9.25,3.86,11.03,10.26,8.96,11.35
4,3,Joey Fatone,Percentage (Judge% + Fan%),24,Safe,11.01,,9.78,4,11.03,10.26,8.95,11.35
4,3,John Ratzenberger,Percentage (Judge% + Fan%),20,Safe,9.17,,8.95,3.39,11.03,11.57,8.92,11.35
4,3,Laila Ali,Percentage (Judge% + Fan%),21,Safe,9.63,,11.18,4.17,11.03,11.14,8.92,11.35
4,3,Leeza Gibbons,Percentage (Judge% + Fan%),24,Safe,11.01,,8.96,3.8,11.03,10.3,8.97,11.35
4,3,Shandi Finnessey,Percentage (Judge% + Fan%),21,Eliminated,9.63,,3.9,1.3,11.03,1.18,0.97,11.35
4,4,Apolo Anton Ohno,Percentage (Judge% + Fan%),26,Safe,13.68,,10.3,4.22,23.28,11.48,10.16,23.5
4,4,Billy Ray Cyrus,Percentage (Judge% + Fan%),21,Safe,11.05,,12.3,4.5,23.28,11.93,10.11,23.5
4,4,Clyde Drexler,Percentage (Judge% + Fan%),15,Safe,7.89,,10.64,3.57,23.28,14.12,10.15,23.5
4,4,Heather Mills,Percentage (Judge% + Fan%),23,Safe,12.11,,18.32,5.42,23.28,11.69,10.15,23.5
4,4,Ian Ziering,Percentage (Judge% + Fan%),24,Safe,12.63,,10.09,4.15,23.28,11.56,10.13,23.5
4,4,Joey Fatone,Percentage (Judge% + Fan%),28,Safe,14.74,,10.57,4.29,23.28,11.47,10.19,23.5
4,4,John Ratzenberger,Percentage (Judge% + Fan%),16,Safe,8.42,,10.24,3.58,23.28,13.64,10.16,23.5
4,4,Laila Ali,Percentage (Judge% + Fan%),21,Safe,11.05,,12.08,4.45,23.28,11.94,10.13,23.5
4,4,Leeza Gibbons,Percentage (Judge% + Fan%),16,Eliminated,8.42,,5.46,1.8,23.28,2.18,1.65,23.5
4,5,Apolo Anton Ohno,Percentage (Judge% + Fan%),30,Safe,17.05,,11.47,4.47,59.44,13.28,11.62,37.14
4,5,Billy Ray Cyrus,Percentage (Judge% + Fan%),17,Safe,9.66,,13.97,4.59,59.44,14.85,11.59,37.14
4,5,Clyde Drexler,Percentage (Judge% + Fan%),13,Eliminated,7.39,,7.36,2.45,59.44,3.36,2.44,37.14
4,5,Heather Mills,Percentage (Judge% + Fan%),21,Safe,11.93,,20.09,5.61,59.44,13.84,11.55,37.14
4,5,Ian Ziering,Percentage (Judge% + Fan%),24,Safe,13.64,,11.28,4.36,59.44,13.47,11.54,37.14
4,5,Joey Fatone,Percentage (Judge% + Fan%),25,Safe,14.2,,11.86,4.5,59.44,13.4,11.54,37.14
4,5,John Ratzenberger,Percentage (Judge% + Fan%),18,Safe,10.23,,10.71,3.92,59.44,14.5,11.55,37.14
4,5,Laila Ali,Percentage (Judge% + Fan%),28,Safe,15.91,,13.26,4.76,59.44,13.3,11.59,37.14
4,6,Apolo Anton Ohno,Percentage (Judge% + Fan%),28,Safe,16.47,,13.59,4.15,0.72,14.82,12.15,16.49
4,6,Billy Ray Cyrus,Percentage (Judge% + Fan%),21,Safe,12.35,,16.97,4.14,0.72,17.89,12.19,16.49
4,6,Heather Mills,Percentage (Judge% + Fan%),23,Eliminated,13.53,,9.63,1.66,0.72,2.39,1.91,16.49
4,6,Ian Ziering,Percentage (Judge% + Fan%),24,Safe,14.12,,14.67,3.91,0.72,16.12,12.14,16.49
4,6,Joey Fatone,Percentage (Judge% + Fan%),27,Safe,15.88,,14.11,4.18,0.72,14.97,12.11,16.49
4,6,John Ratzenberger,Percentage (Judge% + Fan%),19,Safe,11.18,,15.95,3.33,0.72,19.02,12.12,16.49
4,6,Laila Ali,Percentage (Judge% + Fan%),28,Safe,16.47,,15.08,4.52,0.72,14.79,12.13,16.49
4,7,Apolo Anton Ohno,Percentage (Judge% + Fan%),27,Safe,17.48,,16.74,4.88,52.27,18.65,14.23,24.33
4,7,Billy Ray Cyrus,Percentage (Judge% + Fan%),19,Safe,12.3,,20.9,4.99,52.27,23.04,14.22,24.33
4,7,Ian Ziering,Percentage (Judge% + Fan%),27,Safe,17.48,,16.26,4.78,52.27,18.69,14.25,24.33
4,7,Joey Fatone,Percentage (Judge% + Fan%),29.5,Safe,19.09,,16.94,5.07,52.27,17.99,14.29,24.33
4,7,John Ratzenberger,Percentage (Judge% + Fan%),22.5,Eliminated,14.56,,9.91,2.67,52.27,3.58,2.72,24.33
4,7,Laila Ali,Percentage (Judge% + Fan%),29.5,Safe,19.09,,19.24,5.42,52.27,18.05,14.3,24.33
4,8,Apolo Anton Ohno,Percentage (Judge% + Fan%),29,Safe,23.11,,19.6,5.17,34.2,22.78,17.28,37.18
4,8,Billy Ray Cyrus,Percentage (Judge% + Fan%),19,Eliminated,15.14,,16.65,3.04,34.2,5.79,4.17,37.18
4,8,Ian Ziering,Percentage (Judge% + Fan%),23.5,Safe,18.73,,20.67,4.67,34.2,24.73,17.2,37.18
4,8,Joey Fatone,Percentage (Judge% + Fan%),27.5,Safe,21.91,,20.35,5.15,34.2,23.2,17.24,37.18
4,8,Laila Ali,Percentage (Judge% + Fan%),26.5,Safe,21.12,,22.73,5.5,34.2,23.5,17.21,37.18
4,9,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.5,Safe,24.89,,26.28,5.02,37.09,31.51,18.71,26.59
4,9,Ian Ziering,Percentage (Judge% + Fan%),29,Eliminated,24.47,,17.77,3.19,37.09,6.4,4.93,26.59
4,9,Joey Fatone,Percentage (Judge% + Fan%),30,Safe,25.32,,26.63,5.17,37.09,31.02,18.62,26.59
4,9,Laila Ali,Percentage (Judge% + Fan%),30,Safe,25.32,,29.32,5.67,37.09,31.07,18.69,26.59
4,10,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.3332,Safe,33.98,,31.25,6.49,100,33.34,23.57,100
4,10,Joey Fatone,Percentage (Judge% + Fan%),28.6665,Safe,33.2,,32.22,6.55,100,33.32,23.55,100
4,10,Laila Ali,Percentage (Judge% + Fan%),28.3332,Safe,32.82,,36.53,6.75,100,33.34,23.57,100
5,1,Albert Reed,Percentage (Judge% + Fan%),21,Safe,8.17,,7.37,3.53,28.68,8.94,7.95,25.91
5,1,Cameron Mathison,Percentage (Judge% + Fan%),21,Safe,8.17,,6.84,3.37,28.68,8.94,7.98,25.91
5,1,Floyd Mayweather Jr. ,Percentage (Judge% + Fan%),18,Safe,7,,6.86,3.15,28.68,9.5,7.98,25.91
5,1,Helio Castroneves,Percentage (Judge% + Fan%),25,Safe,9.73,,7.02,3.55,28.68,8.76,8,25.91
5,1,Jane Seymour,Percentage (Judge% + Fan%),24,Safe,9.34,,9.55,4.13,28.68,8.8,7.99,25.91
5,1,Jennie Garth,Percentage (Judge% + Fan%),21,Safe,8.17,,8.23,3.75,28.68,8.97,7.97,25.91
5,1,Josie Maran,Percentage (Judge% + Fan%),16,Eliminated,6.23,,3.52,1.3,28.68,1.44,1.03,25.91
5,1,Marie Osmond,Percentage (Judge% + Fan%),21,Safe,8.17,,15.73,5.12,28.68,8.94,7.98,25.91
