Season,Week,Name,Judge_Score,Judge_Rank,Est_Fan_Rank_Mean,Est_Fan_Rank_Std,Prob_Fan_Favorite,Effective_Sample_Size,Actual_Result
29,4,Jeannie Mai,21.0,13,3.32,1.53,11.6,9.6,Safe
29,5,Jesse Metcalfe,19.0,12,7.02,1.3,0.0,22.7,Eliminated
29,5,Chrishell Stause,19.0,11,6.4,2.06,0.1,22.7,Safe
29,5,Skai Jackson,24.0,8,2.33,1.27,38.8,22.7,Safe
29,5,Justina Machado,24.0,7,10.57,1.31,0.0,22.7,Safe
29,5,Veron Davis,21.0,10,3.65,1.71,15.9,22.7,Safe
29,5,Johnny Weir,29.0,1,9.62,1.63,0.0,22.7,Safe
29,5,Nev Schulman,26.0,4,7.96,1.85,0.1,22.7,Safe
29,5,AJ McLean,24.0,5,10.75,1.38,0.0,22.7,Safe
29,5,Nelly,24.0,6,2.48,1.11,15.6,22.7,Safe
29,5,Kaitlyn Bristowe,27.0,2,9.44,1.71,0.0,22.7,Safe
29,5,Monica Aldama,26.0,3,4.86,1.84,5.4,22.7,Safe
29,5,Jeannie Mai,24.0,9,2.93,1.67,24.2,22.7,Safe
29,6,Chrishell Stause,24.0,8,5.24,1.4,0.7,31.1,Safe
29,6,Skai Jackson,18.0,11,1.88,0.89,40.6,31.1,Safe
29,6,Justina Machado,27.0,1,9.78,1.29,0.0,31.1,Safe
29,6,Veron Davis,21.0,10,5.19,1.26,0.0,31.1,Eliminated
29,6,Johnny Weir,22.0,9,9.1,1.44,0.0,31.1,Safe
29,6,Nev Schulman,26.0,5,6.43,1.65,0.2,31.1,Safe
29,6,AJ McLean,27.0,2,10.1,0.98,0.0,31.1,Safe
29,6,Nelly,24.0,7,1.93,1.17,44.2,31.1,Safe
29,6,Kaitlyn Bristowe,27.0,4,8.06,1.31,0.0,31.1,Safe
29,6,Monica Aldama,27.0,3,5.38,1.94,2.0,31.1,Safe
29,6,Jeannie Mai,25.0,6,2.92,1.3,12.3,31.1,Safe
29,7,Chrishell Stause,26.0,6,3.89,1.65,7.7,147.6,Safe
29,7,Skai Jackson,27.0,2,1.92,1.04,43.2,147.6,Safe
29,7,Justina Machado,26.0,5,8.64,1.32,0.0,147.6,Safe
29,7,Johnny Weir,27.0,4,7.89,1.66,0.0,147.6,Safe
29,7,Nev Schulman,30.0,1,5.82,1.86,1.0,147.6,Safe
29,7,AJ McLean,26.0,7,8.85,1.28,0.0,147.6,Safe
29,7,Nelly,27.0,3,2.4,1.24,29.6,147.6,Safe
29,7,Kaitlyn Bristowe,24.0,9,6.43,1.84,0.3,147.6,Safe
29,7,Monica Aldama,22.0,10,6.3,1.31,0.0,147.6,Eliminated
29,7,Jeannie Mai,25.0,8,2.85,1.4,18.2,147.6,Safe
29,8,Chrishell Stause,27.0,6,5.05,1.12,0.0,400.4,Eliminated
29,8,Skai Jackson,26.9998,7,1.8,0.88,44.9,400.4,Safe
29,8,Justina Machado,28.9998,3,6.32,1.42,0.3,400.4,Safe
29,8,Johnny Weir,30.0,1,5.82,1.75,1.0,400.4,Safe
29,8,Nev Schulman,30.0,2,3.75,1.72,8.1,400.4,Safe
29,8,AJ McLean,27.0,5,7.04,1.28,0.1,400.4,Safe
29,8,Nelly,24.0,8,1.84,0.92,42.2,400.4,Safe
29,8,Kaitlyn Bristowe,28.0,4,4.4,1.64,3.5,400.4,Safe
29,9,Skai Jackson,28.9998,4,1.98,1.15,44.7,388.8,Safe
29,9,Justina Machado,25.9998,5,5.47,1.38,0.9,388.8,Safe
29,9,Johnny Weir,30.0,1,4.81,1.55,2.7,388.8,Safe
29,9,Nev Schulman,28.9998,3,3.19,1.55,15.5,388.8,Safe
29,9,AJ McLean,24.9998,6,6.12,1.02,0.0,388.8,Eliminated
29,9,Nelly,24.0,7,2.43,1.32,29.2,388.8,Safe
29,9,Kaitlyn Bristowe,30.0,2,4.0,1.63,7.1,388.8,Safe
29,10,Skai Jackson,28.5,4,4.28,0.9,0.0,70.7,Eliminated
29,10,Justina Machado,29.0,3,4.56,1.36,2.1,70.7,Safe
29,10,Johnny Weir,28.5,5,3.92,1.73,7.0,70.7,Safe
29,10,Nev Schulman,30.0,1,2.97,1.61,20.6,70.7,Safe
29,10,Nelly,28.0,6,1.64,1.03,60.0,70.7,Safe
29,10,Kaitlyn Bristowe,30.0,2,3.63,1.59,10.3,70.7,Safe
30,2,Martin Kove,15.0,15,11.52,2.47,0.0,50322.0,Eliminated
30,2,Brian Austin Green,23.0,13,7.38,4.22,7.7,50322.0,Safe
30,2,Melora Hardin,27.0,6,7.87,4.35,7.2,50322.0,Safe
30,2,Matt James,22.0,14,7.31,4.24,7.7,50322.0,Safe
30,2,"Mike ""The Miz"" Mizanin",26.0,8,7.89,4.33,6.8,50322.0,Safe
30,2,Suni Lee,28.0,4,7.92,4.34,6.8,50322.0,Safe
30,2,Iman Shumpert,25.0,9,7.79,4.3,7.1,50322.0,Safe
30,2,Cody Rigsby,24.0,12,7.46,4.23,7.6,50322.0,Safe
30,2,Melanie C,30.0,3,7.94,4.36,6.8,50322.0,Safe
30,2,Jimmie Allen,27.0,5,7.88,4.37,7.0,50322.0,Safe
30,2,Olivia Jade,27.0,7,7.9,4.36,7.0,50322.0,Safe
30,2,JoJo Siwa,31.0,2,7.95,4.35,6.8,50322.0,Safe
30,2,Christine Chiu,24.0,10,7.69,4.26,7.1,50322.0,Safe
30,2,Kenya Moore,24.0,11,7.56,4.25,7.5,50322.0,Safe
30,2,Amanda Kloots,32.0,1,7.92,4.35,6.8,50322.0,Safe
30,3,Brian Austin Green,19.0,12,2.01,0.55,7.7,1.3,Safe
30,3,Melora Hardin,23.0,4,4.35,1.07,0.0,1.3,Safe
30,3,Matt James,20.0,11,2.99,0.52,1.5,1.3,Safe
30,3,"Mike ""The Miz"" Mizanin",22.0,6,6.82,0.99,0.0,1.3,Safe
30,3,Suni Lee,21.0,8,10.84,0.81,0.0,1.3,Safe
30,3,Iman Shumpert,19.0,13,5.12,0.74,0.0,1.3,Safe
30,3,Cody Rigsby,18.0,14,1.16,0.65,89.5,1.3,Safe
30,3,Melanie C,22.0,5,12.93,0.43,0.0,1.3,Safe
30,3,Jimmie Allen,20.0,10,9.34,1.7,0.0,1.3,Safe
30,3,Olivia Jade,24.0,3,9.14,0.8,0.0,1.3,Safe
30,3,JoJo Siwa,24.0,1,13.9,0.53,0.0,1.3,Safe
30,3,Christine Chiu,21.0,7,11.97,0.24,0.0,1.3,Eliminated
30,3,Kenya Moore,21.0,9,6.08,0.95,1.2,1.3,Safe
30,3,Amanda Kloots,24.0,2,8.34,1.13,0.0,1.3,Safe
30,4,Brian Austin Green,26.0,13,4.13,1.16,0.0,4.9,Eliminated
30,4,Melora Hardin,36.5,1,4.45,1.16,2.1,4.9,Safe
30,4,Matt James,28.5,12,2.39,1.12,3.8,4.9,Safe
30,4,"Mike ""The Miz"" Mizanin",32.5,8,7.4,1.19,0.0,4.9,Safe
30,4,Suni Lee,34.0,4,9.93,1.09,0.0,4.9,Safe
30,4,Iman Shumpert,31.5,9,4.17,1.71,2.3,4.9,Safe
30,4,Cody Rigsby,29.0,11,1.17,0.61,90.2,4.9,Safe
30,4,Melanie C,33.0,6,10.19,1.1,0.0,4.9,Safe
30,4,Jimmie Allen,32.5,7,11.01,2.13,0.0,4.9,Safe
30,4,Olivia Jade,35.0,2,10.11,2.45,0.0,4.9,Safe
30,4,JoJo Siwa,35.0,3,12.03,0.99,0.0,4.9,Safe
30,4,Kenya Moore,29.5,10,5.53,1.55,1.5,4.9,Safe
30,4,Amanda Kloots,34.0,5,8.5,2.14,0.0,4.9,Safe
30,5,Melora Hardin,36.0,3,3.1,1.6,20.2,50.9,Safe
30,5,"Mike ""The Miz"" Mizanin",32.0,9,4.67,1.62,3.3,50.9,Safe
30,5,Suni Lee,36.0,4,7.05,1.93,0.2,50.9,Safe
30,5,Iman Shumpert,28.0,11,2.7,1.29,19.0,50.9,Safe
30,5,Cody Rigsby,32.0,10,1.96,1.16,49.4,50.9,Safe
30,5,Melanie C,36.0,7,9.46,1.03,0.0,50.9,Eliminated
30,5,Jimmie Allen,34.0,8,9.51,1.39,0.0,50.9,Safe
30,5,Olivia Jade,36.0,5,7.51,1.48,0.0,50.9,Safe
30,5,JoJo Siwa,40.0,1,10.02,1.18,0.0,50.9,Safe
30,5,Kenya Moore,36.0,6,3.84,1.72,7.3,50.9,Safe
30,5,Amanda Kloots,39.0,2,6.19,1.65,0.7,50.9,Safe
30,6,Melora Hardin,34.0,8,2.86,1.48,18.3,159.7,Safe
30,6,"Mike ""The Miz"" Mizanin",34.0,9,4.4,1.82,3.4,159.7,Safe
30,6,Suni Lee,36.0,7,6.77,1.79,0.3,159.7,Safe
30,6,Iman Shumpert,40.0,1,2.41,1.32,30.1,159.7,Safe
30,6,Cody Rigsby,36.0,5,1.88,1.08,47.1,159.7,Safe
30,6,Jimmie Allen,38.0,3,8.62,1.38,0.0,159.7,Safe
30,6,Olivia Jade,36.0,6,7.86,1.61,0.1,159.7,Safe
30,6,JoJo Siwa,40.0,2,8.9,1.16,0.0,159.7,Safe
30,6,Kenya Moore,32.0,10,5.22,1.33,0.0,159.7,Eliminated
30,6,Amanda Kloots,38.0,4,6.09,1.9,0.7,159.7,Safe
30,7,Melora Hardin,38.0,3,3.1,1.56,15.4,567.8,Safe
30,7,"Mike ""The Miz"" Mizanin",32.0,9,4.74,1.43,0.0,567.8,Eliminated
30,7,Suni Lee,34.0,6,5.72,1.68,1.0,567.8,Safe
30,7,Iman Shumpert,34.0,7,2.32,1.27,30.0,567.8,Safe
30,7,Cody Rigsby,36.0,5,1.83,1.08,50.1,567.8,Safe
30,7,Jimmie Allen,38.0,4,7.43,1.34,0.0,567.8,Safe
30,7,Olivia Jade,42.0,1,6.94,1.62,0.2,567.8,Safe
30,7,JoJo Siwa,39.0,2,8.11,1.1,0.0,567.8,Safe
30,7,Amanda Kloots,34.0,8,4.81,1.87,3.3,567.8,Safe
30,8,Melora Hardin,42.0,1,3.17,1.58,15.7,1153.3,Safe
30,8,Suni Lee,42.0,2,4.95,1.71,2.6,1153.3,Safe
30,8,Iman Shumpert,35.0,7,2.47,1.35,28.7,1153.3,Safe
30,8,Cody Rigsby,38.0,5,1.97,1.14,44.9,1153.3,Safe
30,8,Jimmie Allen,32.0,8,6.59,1.26,0.0,1153.3,Eliminated
30,8,Olivia Jade,36.0,6,5.8,1.58,0.8,1153.3,Safe
30,8,JoJo Siwa,41.0,4,7.02,1.15,0.0,1153.3,Safe
30,8,Amanda Kloots,42.0,3,4.03,1.71,7.2,1153.3,Safe
30,9,Melora Hardin,36.0,5,3.79,1.19,0.0,90.9,Eliminated
30,9,Suni Lee,37.5,3,4.36,1.39,3.6,90.9,Safe
30,9,Iman Shumpert,37.5,4,2.3,1.27,31.7,90.9,Safe
30,9,Cody Rigsby,35.5,6,1.71,1.02,55.6,90.9,Safe
30,9,JoJo Siwa,40.0,1,5.05,1.17,1.1,90.9,Safe
30,9,Amanda Kloots,39.5,2,3.79,1.48,8.0,90.9,Safe
31,1,Jason Lewis,18.0,15,12.85,2.33,0.0,42336.0,Eliminated
31,1,Cheryl Ladd,21.0,11,8.1,4.5,6.7,42336.0,Safe
31,1,Selma Blair,28.0,4,8.46,4.63,6.2,42336.0,Safe
31,1,Joseph Baena,23.0,9,8.34,4.6,6.6,42336.0,Safe
31,1,Trevor Donovan,21.0,10,8.16,4.55,6.7,42336.0,Safe
31,1,Daniel Durant,27.0,6,8.39,4.64,6.6,42336.0,Safe
31,1,Wayne Brady,29.0,2,8.39,4.62,6.4,42336.0,Safe
31,1,Sam Champion,20.0,12,7.98,4.47,6.7,42336.0,Safe
31,1,Jessie James Decker,20.0,14,7.75,4.44,7.2,42336.0,Safe
31,1,Jordin Sparks,26.0,7,8.41,4.63,6.4,42336.0,Safe
31,1,Heidi D'Amelio,24.0,8,8.41,4.62,6.5,42336.0,Safe
31,1,Charli D'Amelio,32.0,1,8.42,4.64,6.5,42336.0,Safe
31,1,Teresa Giudice,20.0,13,7.81,4.44,7.1,42336.0,Safe
31,1,Vinny Guadagnino,17.0,16,7.67,4.5,7.5,42336.0,Safe
31,1,Shangela,28.0,5,8.42,4.64,6.4,42336.0,Safe
31,1,Gabby Windey,28.0,3,8.43,4.63,6.4,42336.0,Safe
31,2,Cheryl Ladd,21.0,15,4.13,0.86,0.3,4.0,Safe
31,2,Selma Blair,28.0,8,12.69,1.48,0.0,4.0,Safe
31,2,Joseph Baena,24.0,13,4.82,2.87,0.0,4.0,Safe
31,2,Trevor Donovan,30.0,4,5.91,1.05,0.0,4.0,Safe
31,2,Daniel Durant,29.0,5,8.67,3.13,0.1,4.0,Safe
31,2,Wayne Brady,32.0,1,8.52,3.36,0.0,4.0,Safe
31,2,Sam Champion,26.0,11,4.75,2.81,3.0,4.0,Safe
31,2,Jessie James Decker,25.0,12,2.18,1.2,39.4,4.0,Safe
31,2,Jordin Sparks,27.0,10,11.45,1.66,0.0,4.0,Safe
31,2,Heidi D'Amelio,28.0,7,11.33,2.1,0.0,4.0,Safe
31,2,Charli D'Amelio,32.0,2,12.56,2.7,0.0,4.0,Safe
31,2,Teresa Giudice,23.0,14,7.35,1.3,0.0,4.0,Eliminated
31,2,Vinny Guadagnino,27.0,9,1.88,1.04,57.3,4.0,Safe
31,2,Shangela,28.0,6,10.88,2.77,0.0,4.0,Safe
31,2,Gabby Windey,32.0,3,12.88,1.39,0.0,4.0,Safe
31,3,Cheryl Ladd,24.0,13,4.85,1.07,0.0,5.4,Eliminated
31,3,Selma Blair,28.0,9,10.72,2.22,0.0,5.4,Safe
31,3,Joseph Baena,29.0,7,4.95,1.38,0.4,5.4,Safe
31,3,Trevor Donovan,27.0,10,5.81,1.35,0.0,5.4,Safe
31,3,Daniel Durant,31.0,5,9.66,1.38,0.0,5.4,Safe
31,3,Wayne Brady,33.0,1,7.91,3.62,0.5,5.4,Safe
31,3,Sam Champion,25.0,12,3.16,2.09,33.1,5.4,Safe
31,3,Jessie James Decker,26.0,11,1.98,0.7,17.8,5.4,Safe
31,3,Jordin Sparks,29.0,8,9.34,1.25,0.0,5.4,Safe
31,3,Heidi D'Amelio,32.0,4,12.54,2.03,0.0,5.4,Safe
31,3,Charli D'Amelio,33.0,2,11.13,2.1,0.0,5.4,Safe
31,3,Vinny Guadagnino,23.0,14,1.97,1.04,48.2,5.4,Safe
31,3,Shangela,30.0,6,8.4,2.29,0.0,5.4,Safe
31,3,Gabby Windey,33.0,3,12.58,1.17,0.0,5.4,Safe
31,4,Selma Blair,32.0,7,10.14,1.84,0.0,10.8,Safe
31,4,Joseph Baena,28.0,11,2.92,1.29,9.3,10.8,Safe
31,4,Trevor Donovan,28.0,12,3.84,1.72,13.7,10.8,Safe
31,4,Daniel Durant,29.0,10,7.86,2.03,0.0,10.8,Safe
31,4,Wayne Brady,36.0,1,7.05,2.06,1.1,10.8,Safe
31,4,Sam Champion,25.0,13,5.21,1.26,0.0,10.8,Eliminated
31,4,Jessie James Decker,31.0,8,2.25,1.23,34.8,10.8,Safe
31,4,Jordin Sparks,34.0,4,7.79,2.41,0.0,10.8,Safe
31,4,Heidi D'Amelio,34.0,5,11.35,1.63,0.0,10.8,Safe
31,4,Charli D'Amelio,36.0,2,10.47,1.46,0.0,10.8,Safe
31,4,Vinny Guadagnino,29.0,9,2.13,1.27,40.6,10.8,Safe
31,4,Shangela,32.0,6,8.17,2.44,0.5,10.8,Safe
31,4,Gabby Windey,36.0,3,11.82,1.16,0.0,10.8,Safe
31,5,Selma Blair,40.0,4,8.7,1.22,0.0,4.3,Safe
31,5,Joseph Baena,35.0,10,5.68,0.9,0.0,4.3,Eliminated
31,5,Trevor Donovan,36.0,8,2.19,1.11,21.6,4.3,Safe
31,5,Daniel Durant,33.5,11,8.15,1.74,0.2,4.3,Safe
31,5,Wayne Brady,41.0,2,4.18,0.92,0.8,4.3,Safe
31,5,Jessie James Decker,36.0,7,2.52,0.8,9.2,4.3,Safe
31,5,Jordin Sparks,35.5,9,5.57,1.06,0.7,4.3,Safe
31,5,Heidi D'Amelio,39.0,5,10.18,0.95,0.0,4.3,Safe
31,5,Charli D'Amelio,42.0,1,10.46,1.44,0.0,4.3,Safe
31,5,Vinny Guadagnino,31.0,12,1.61,0.91,67.6,4.3,Safe
31,5,Shangela,38.5,6,7.26,1.34,0.0,4.3,Safe
31,5,Gabby Windey,41.0,3,11.49,0.82,0.0,4.3,Safe
31,6,Trevor Donovan,34.0,7,1.84,1.06,46.4,87.0,Safe
31,6,Daniel Durant,34.0,8,7.06,1.82,0.2,87.0,Safe
31,6,Wayne Brady,34.0,6,3.72,1.36,5.2,87.0,Safe
31,6,Jessie James Decker,32.0,9,4.31,1.17,0.0,87.0,Eliminated
31,6,Jordin Sparks,34.0,5,4.89,1.64,2.6,87.0,Safe
31,6,Heidi D'Amelio,36.0,4,7.72,1.39,0.0,87.0,Safe
31,6,Charli D'Amelio,40.0,1,8.63,1.3,0.0,87.0,Safe
31,6,Vinny Guadagnino,28.0,10,1.67,0.72,44.5,87.0,Safe
31,6,Shangela,36.0,3,6.0,1.75,1.1,87.0,Safe
31,6,Gabby Windey,37.0,2,9.16,1.06,0.0,87.0,Safe
31,7,Trevor Donovan,39.0,1,2.33,1.2,27.5,443.5,Safe
31,7,Daniel Durant,36.5,4,5.9,1.89,1.1,443.5,Safe
31,7,Wayne Brady,38.0,3,2.86,1.46,17.7,443.5,Safe
31,7,Jordin Sparks,34.5,8,5.71,1.21,0.0,443.5,Eliminated
31,7,Heidi D'Amelio,35.0,7,6.16,1.82,0.5,443.5,Safe
31,7,Charli D'Amelio,39.0,2,7.77,1.39,0.0,443.5,Safe
31,7,Vinny Guadagnino,31.5,9,1.79,0.96,50.1,443.5,Safe
31,7,Shangela,36.5,5,4.71,1.83,3.1,443.5,Safe
31,7,Gabby Windey,35.5,6,7.77,1.31,0.0,443.5,Safe
31,8,Trevor Donovan,39.0,5,2.46,1.33,28.6,1006.5,Safe
31,8,Daniel Durant,39.0,6,4.84,1.72,2.8,1006.5,Safe
31,8,Wayne Brady,45.0,1,3.15,1.56,15.8,1006.5,Safe
31,8,Heidi D'Amelio,35.0,7,6.15,1.28,0.0,1006.5,Eliminated
31,8,Charli D'Amelio,45.0,2,6.51,1.4,0.2,1006.5,Safe
31,8,Vinny Guadagnino,29.0,8,1.94,1.1,45.3,1006.5,Safe
31,8,Shangela,42.0,3,3.99,1.7,7.3,1006.5,Safe
31,8,Gabby Windey,40.0,4,6.97,1.17,0.0,1006.5,Safe
31,9,Trevor Donovan,32.5,6,2.39,1.17,23.3,109.6,Eliminated
31,9,Daniel Durant,34.5,5,3.81,1.61,10.6,109.6,Safe
31,9,Wayne Brady,36.5,4,2.2,1.26,39.6,109.6,Safe
31,9,Charli D'Amelio,40.0,1,4.69,1.36,3.8,109.6,Safe
31,9,Shangela,36.5,3,2.96,1.44,21.4,109.6,Safe
31,9,Gabby Windey,40.0,2,4.95,1.1,1.3,109.6,Safe
32,1,Jamie Lynn Spears,15.0,10,6.98,3.87,8.1,37998.0,Safe
32,1,Mira Sorvino,17.0,7,7.34,4.02,7.5,37998.0,Safe
32,1,Barry Williams,16.0,8,7.24,3.97,7.5,37998.0,Safe
32,1,Alyson Hannigan,13.0,11,6.83,3.84,8.3,37998.0,Safe
32,1,Xochitl Gomez,18.0,6,7.38,4.02,7.4,37998.0,Safe
32,1,Adrian Peterson,18.0,5,7.39,4.03,7.4,37998.0,Safe
32,1,Matt Walsh,12.0,12,11.58,1.89,0.0,37998.0,Eliminated
32,1,Tyson Beckford,12.0,13,6.69,3.85,8.6,37998.0,Safe
32,1,Jason Mraz,21.0,2,7.41,4.05,7.5,37998.0,Safe
32,1,Lele Pons,19.0,4,7.42,4.04,7.2,37998.0,Safe
32,1,Harry Jowsey,12.0,14,6.7,3.92,8.6,37998.0,Safe
