Season,Week,Celebrity,Rule_Mode,Judge_Total_Score_Raw,Actual_Result,Judge_Percent,Judge_Rank_Points,Est_Fan%_Mean_Bayesian,Est_Fan%_Std_Bayesian,Acceptance_Rate%_Bayesian,Est_Fan%_Mean_Uniform,Est_Fan%_Std_Uniform,Acceptance_Rate%_Uniform
3,5,Jerry Springer,Percentage (Judge% + Fan%),24.0,Safe,13.26,,13.95,3.9,8.77,16.92,11.49,10.85
3,5,Joey Lawrence,Percentage (Judge% + Fan%),25.0,Safe,13.81,,14.4,4.26,8.77,16.76,11.7,10.85
3,5,Mario Lopez,Percentage (Judge% + Fan%),27.0,Safe,14.92,,15.87,4.77,8.77,15.64,11.75,10.85
3,5,Monique Coleman,Percentage (Judge% + Fan%),27.0,Safe,14.92,,12.2,3.8,8.77,15.74,11.6,10.85
3,5,Sara Evans,Percentage (Judge% + Fan%),24.0,Safe,13.26,,24.26,5.97,8.77,17.32,11.64,10.85
3,5,Willa Ford,Percentage (Judge% + Fan%),27.0,Eliminated,14.92,,6.82,1.73,8.77,1.96,1.68,10.85
3,6,Emmitt Smith,Percentage (Judge% + Fan%),25.0,Safe,21.19,,16.61,5.21,100.0,20.06,16.44,100.0
3,6,Jerry Springer,Percentage (Judge% + Fan%),18.0,Safe,15.25,,18.81,5.47,100.0,19.97,16.29,100.0
3,6,Joey Lawrence,Percentage (Judge% + Fan%),24.0,Safe,20.34,,21.64,5.77,100.0,19.97,16.36,100.0
3,6,Mario Lopez,Percentage (Judge% + Fan%),28.0,Safe,23.73,,27.62,6.27,100.0,20.03,16.36,100.0
3,6,Monique Coleman,Percentage (Judge% + Fan%),23.0,Safe,19.49,,15.32,5.05,100.0,19.97,16.34,100.0
3,7,Emmitt Smith,Percentage (Judge% + Fan%),28.5,Safe,21.11,,18.1,4.72,35.01,23.49,17.0,31.55
3,7,Jerry Springer,Percentage (Judge% + Fan%),23.0,Eliminated,17.04,,13.83,2.94,35.01,4.99,3.76,31.55
3,7,Joey Lawrence,Percentage (Judge% + Fan%),28.5,Safe,21.11,,22.32,5.53,35.01,23.4,16.89,31.55
3,7,Mario Lopez,Percentage (Judge% + Fan%),28.0,Safe,20.74,,28.05,6.24,35.01,23.87,16.93,31.55
3,7,Monique Coleman,Percentage (Judge% + Fan%),27.0,Safe,20.0,,17.7,4.41,35.01,24.24,17.04,31.55
3,8,Emmitt Smith,Percentage (Judge% + Fan%),27.0,Safe,24.77,,23.1,4.87,52.86,31.51,18.77,26.94
3,8,Joey Lawrence,Percentage (Judge% + Fan%),27.0,Safe,24.77,,27.51,5.68,52.86,31.63,18.77,26.94
3,8,Mario Lopez,Percentage (Judge% + Fan%),28.5,Safe,26.15,,33.86,6.51,52.86,30.43,18.86,26.94
3,8,Monique Coleman,Percentage (Judge% + Fan%),26.5,Eliminated,24.31,,15.54,3.47,52.86,6.43,4.96,26.94
3,9,Emmitt Smith,Percentage (Judge% + Fan%),29.5,Safe,33.33,,26.61,6.18,100.0,33.31,23.62,100.0
3,9,Joey Lawrence,Percentage (Judge% + Fan%),29.5,Safe,33.33,,32.9,6.6,100.0,33.37,23.6,100.0
3,9,Mario Lopez,Percentage (Judge% + Fan%),29.5,Safe,33.33,,40.5,6.89,100.0,33.32,23.61,100.0
3,10,Emmitt Smith,Percentage (Judge% + Fan%),29.666600000000003,Safe,50.0,,39.83,6.84,100.0,50.05,28.83,100.0
3,10,Mario Lopez,Percentage (Judge% + Fan%),29.666600000000003,Safe,50.0,,60.17,6.84,100.0,49.95,28.83,100.0
4,1,Apolo Anton Ohno,Percentage (Judge% + Fan%),21.0,Safe,10.19,,8.54,3.95,100.0,9.14,8.3,100.0
4,1,Billy Ray Cyrus,Percentage (Judge% + Fan%),13.0,Safe,6.31,,10.16,4.24,100.0,9.09,8.3,100.0
4,1,Clyde Drexler,Percentage (Judge% + Fan%),16.0,Safe,7.77,,7.18,3.61,100.0,9.08,8.28,100.0
4,1,Heather Mills,Percentage (Judge% + Fan%),18.0,Safe,8.74,,15.58,5.1,100.0,9.1,8.32,100.0
4,1,Ian Ziering,Percentage (Judge% + Fan%),21.0,Safe,10.19,,8.27,3.87,100.0,9.11,8.31,100.0
4,1,Joey Fatone,Percentage (Judge% + Fan%),24.0,Safe,11.65,,8.78,3.96,100.0,9.1,8.31,100.0
4,1,John Ratzenberger,Percentage (Judge% + Fan%),17.0,Safe,8.25,,7.08,3.59,100.0,9.07,8.27,100.0
4,1,Laila Ali,Percentage (Judge% + Fan%),23.0,Safe,11.17,,9.96,4.17,100.0,9.08,8.27,100.0
4,1,Leeza Gibbons,Percentage (Judge% + Fan%),15.0,Safe,7.28,,7.93,3.77,100.0,9.08,8.31,100.0
4,1,Paulina Porizkova,Percentage (Judge% + Fan%),19.0,Safe,9.22,,8.53,3.91,100.0,9.09,8.27,100.0
4,1,Shandi Finnessey,Percentage (Judge% + Fan%),19.0,Safe,9.22,,7.99,3.79,100.0,9.08,8.28,100.0
4,2,Apolo Anton Ohno,Percentage (Judge% + Fan%),26.0,Safe,10.61,,8.54,3.86,8.81,9.21,8.38,11.18
4,2,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,8.57,,10.45,4.1,8.81,10.01,8.16,11.18
4,2,Clyde Drexler,Percentage (Judge% + Fan%),18.0,Safe,7.35,,8.84,3.27,8.81,11.38,8.33,11.18
4,2,Heather Mills,Percentage (Judge% + Fan%),24.0,Safe,9.8,,15.52,5.0,8.81,9.51,8.45,11.18
4,2,Ian Ziering,Percentage (Judge% + Fan%),22.0,Safe,8.98,,8.77,3.66,8.81,9.73,8.16,11.18
4,2,Joey Fatone,Percentage (Judge% + Fan%),24.0,Safe,9.8,,8.97,3.88,8.81,9.26,8.16,11.18
4,2,John Ratzenberger,Percentage (Judge% + Fan%),21.0,Safe,8.57,,7.95,3.26,8.81,10.11,8.39,11.18
4,2,Laila Ali,Percentage (Judge% + Fan%),27.0,Safe,11.02,,10.0,4.18,8.81,9.11,8.21,11.18
4,2,Leeza Gibbons,Percentage (Judge% + Fan%),21.0,Safe,8.57,,8.66,3.53,8.81,10.07,8.35,11.18
4,2,Paulina Porizkova,Percentage (Judge% + Fan%),21.0,Eliminated,8.57,,3.46,1.16,8.81,1.03,0.86,11.18
4,2,Shandi Finnessey,Percentage (Judge% + Fan%),20.0,Safe,8.16,,8.85,3.51,8.81,10.58,8.3,11.18
4,3,Apolo Anton Ohno,Percentage (Judge% + Fan%),23.0,Safe,10.55,,9.63,3.88,10.91,10.36,8.92,11.36
4,3,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,9.63,,11.35,4.2,10.91,11.19,8.91,11.36
4,3,Clyde Drexler,Percentage (Judge% + Fan%),16.0,Safe,7.34,,10.23,3.28,10.91,13.31,8.8,11.36
4,3,Heather Mills,Percentage (Judge% + Fan%),24.0,Safe,11.01,,16.74,5.24,10.91,10.38,9.04,11.36
4,3,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,11.01,,9.26,3.89,10.91,10.35,9.07,11.36
4,3,Joey Fatone,Percentage (Judge% + Fan%),24.0,Safe,11.01,,9.8,4.01,10.91,10.29,9.03,11.36
4,3,John Ratzenberger,Percentage (Judge% + Fan%),20.0,Safe,9.17,,8.95,3.4,10.91,11.57,8.84,11.36
4,3,Laila Ali,Percentage (Judge% + Fan%),21.0,Safe,9.63,,11.22,4.17,10.91,11.21,8.94,11.36
4,3,Leeza Gibbons,Percentage (Judge% + Fan%),24.0,Safe,11.01,,8.92,3.8,10.91,10.15,9.01,11.36
4,3,Shandi Finnessey,Percentage (Judge% + Fan%),21.0,Eliminated,9.63,,3.9,1.3,10.91,1.18,0.97,11.36
4,4,Apolo Anton Ohno,Percentage (Judge% + Fan%),26.0,Safe,13.68,,10.25,4.19,23.4,11.5,10.19,23.58
4,4,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,11.05,,12.3,4.49,23.4,11.98,10.25,23.58
4,4,Clyde Drexler,Percentage (Judge% + Fan%),15.0,Safe,7.89,,10.65,3.57,23.4,14.06,10.08,23.58
4,4,Heather Mills,Percentage (Judge% + Fan%),23.0,Safe,12.11,,18.29,5.43,23.4,11.63,10.06,23.58
4,4,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,12.63,,10.09,4.11,23.4,11.55,10.1,23.58
4,4,Joey Fatone,Percentage (Judge% + Fan%),28.0,Safe,14.74,,10.57,4.29,23.4,11.46,10.23,23.58
4,4,John Ratzenberger,Percentage (Judge% + Fan%),16.0,Safe,8.42,,10.27,3.59,23.4,13.66,10.16,23.58
4,4,Laila Ali,Percentage (Judge% + Fan%),21.0,Safe,11.05,,12.11,4.47,23.4,11.98,10.22,23.58
4,4,Leeza Gibbons,Percentage (Judge% + Fan%),16.0,Eliminated,8.42,,5.46,1.8,23.4,2.18,1.66,23.58
4,5,Apolo Anton Ohno,Percentage (Judge% + Fan%),30.0,Safe,17.05,,11.47,4.47,59.5,13.34,11.57,36.97
4,5,Billy Ray Cyrus,Percentage (Judge% + Fan%),17.0,Safe,9.66,,13.96,4.62,59.5,14.88,11.61,36.97
4,5,Clyde Drexler,Percentage (Judge% + Fan%),13.0,Eliminated,7.39,,7.37,2.45,59.5,3.35,2.43,36.97
4,5,Heather Mills,Percentage (Judge% + Fan%),21.0,Safe,11.93,,20.09,5.57,59.5,13.87,11.61,36.97
4,5,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,13.64,,11.29,4.38,59.5,13.46,11.49,36.97
4,5,Joey Fatone,Percentage (Judge% + Fan%),25.0,Safe,14.2,,11.86,4.48,59.5,13.33,11.49,36.97
4,5,John Ratzenberger,Percentage (Judge% + Fan%),18.0,Safe,10.23,,10.7,3.92,59.5,14.5,11.54,36.97
4,5,Laila Ali,Percentage (Judge% + Fan%),28.0,Safe,15.91,,13.25,4.73,59.5,13.27,11.54,36.97
4,6,Apolo Anton Ohno,Percentage (Judge% + Fan%),28.0,Safe,16.47,,13.59,4.29,0.72,14.95,12.23,16.29
4,6,Billy Ray Cyrus,Percentage (Judge% + Fan%),21.0,Safe,12.35,,16.74,3.98,0.72,17.96,12.14,16.29
4,6,Heather Mills,Percentage (Judge% + Fan%),23.0,Eliminated,13.53,,9.56,1.67,0.72,2.4,1.91,16.29
4,6,Ian Ziering,Percentage (Judge% + Fan%),24.0,Safe,14.12,,14.48,3.67,0.72,16.01,12.25,16.29
4,6,Joey Fatone,Percentage (Judge% + Fan%),27.0,Safe,15.88,,14.41,4.48,0.72,15.04,12.03,16.29
4,6,John Ratzenberger,Percentage (Judge% + Fan%),19.0,Safe,11.18,,15.93,3.45,0.72,19.03,12.24,16.29
4,6,Laila Ali,Percentage (Judge% + Fan%),28.0,Safe,16.47,,15.27,4.7,0.72,14.61,12.18,16.29
4,7,Apolo Anton Ohno,Percentage (Judge% + Fan%),27.0,Safe,17.48,,16.71,4.86,52.31,18.59,14.24,24.31
4,7,Billy Ray Cyrus,Percentage (Judge% + Fan%),19.0,Safe,12.3,,20.91,4.98,52.31,22.92,14.24,24.31
4,7,Ian Ziering,Percentage (Judge% + Fan%),27.0,Safe,17.48,,16.26,4.74,52.31,18.81,14.27,24.31
4,7,Joey Fatone,Percentage (Judge% + Fan%),29.5,Safe,19.09,,16.97,5.08,52.31,18.0,14.26,24.31
4,7,John Ratzenberger,Percentage (Judge% + Fan%),22.5,Eliminated,14.56,,9.91,2.67,52.31,3.58,2.72,24.31
4,7,Laila Ali,Percentage (Judge% + Fan%),29.5,Safe,19.09,,19.24,5.38,52.31,18.09,14.3,24.31
4,8,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.0,Safe,23.11,,19.57,5.18,34.23,22.76,17.19,37.35
4,8,Billy Ray Cyrus,Percentage (Judge% + Fan%),19.0,Eliminated,15.14,,16.65,3.04,34.23,5.75,4.15,37.35
4,8,Ian Ziering,Percentage (Judge% + Fan%),23.5,Safe,18.73,,20.68,4.68,34.23,24.74,17.11,37.35
4,8,Joey Fatone,Percentage (Judge% + Fan%),27.5,Safe,21.91,,20.35,5.15,34.23,23.27,17.31,37.35
4,8,Laila Ali,Percentage (Judge% + Fan%),26.5,Safe,21.12,,22.75,5.53,34.23,23.48,17.25,37.35
4,9,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.5,Safe,24.89,,26.28,5.03,37.26,31.47,18.74,26.46
4,9,Ian Ziering,Percentage (Judge% + Fan%),29.0,Eliminated,24.47,,17.77,3.19,37.26,6.36,4.93,26.46
4,9,Joey Fatone,Percentage (Judge% + Fan%),30.0,Safe,25.32,,26.68,5.18,37.26,31.21,18.77,26.46
4,9,Laila Ali,Percentage (Judge% + Fan%),30.0,Safe,25.32,,29.28,5.67,37.26,30.97,18.65,26.46
4,10,Apolo Anton Ohno,Percentage (Judge% + Fan%),29.3332,Safe,33.98,,31.25,6.49,100.0,33.39,23.67,100.0
